Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Collaborative Design Studio III,"Collaborative Design Studio III will continue to equip students with the skills they need to work with cross-functional teams on real world, client-based assignments. Students will learn communication, team building, and leadership skills as they hone their design talents. 2 semester credits",Design Management,Design Management,,,Design Management,500,Graduate,,Main Campus,,DSNMG-500,3199,2/26/2021 6:15,Item,Lists/Courses
Digital Electronics,,Electrical Engineering,Electrical Engineering,,,Electrical Engineering,480,Graduate,,Main Campus,,ELEG-480,3200,2/26/2021 6:15,Item,Lists/Courses
Group Piano II,"Keyboard skills are developed which include playing harmonic progressions in any key, cadences, and diatonic and chromatic sequences. Sight-reading diatonic melodies and simple figured bass are also required. 2 semester hours ",Music,Music,,,Music,256,Undergraduate,    TAKE MUSC-255;,,,MUSC-256,1182,2/26/2021 6:15,Item,Lists/Courses
Automata Theory,"Theory of automata and learning machines. Finite-state sequential machines and functions. Transition preserving functions, Generators and minimal generating sets. Input semigroup, Isomorphisms and Auto-morphisms. Prerequisite: Computer Science 227. 3 lecture hours; 3 semester hours",Computer Science,Computer Science,,,Computer Science,509,Graduate,Take CPSC-227,Main Campus,,CPSC-509,2191,2/26/2021 6:15,Item,Lists/Courses
Reading Diagnosis:intervention,This course examines the range of problems that cause students difficulties in literacy processes. It examines assessment instruments and strategies for intervention and instruction in Reading and Language Arts. 3 semester hours,Education,Education,,,Education,571,Graduate,,,,EDUC-571,750,3/4/2021 6:15,Item,Lists/Courses
Computer Apps Electv,,Comp Application/Info Sytems,Computer Appl and Info Systs,,,Computer Appl and Info Systs,ELECTV,Undergraduate,,,Pseaudo,CAIS-ELECTV,4209,2/26/2021 6:15,Item,Lists/Courses
Cpeg GR Electv,,Computer Engineering,Computer Engineering,,,Computer Engineering,ELECT,Graduate,,,Pseaudo,CPEG-ELECT,4210,2/26/2021 6:15,Item,Lists/Courses
Adv Database,"Advanced study of Relational databases including indexing structure, query optimization, rule and cost-based optimization, transactions and concurrency, recovery techniques, security, distributed database, data mining and other emerging database technologies. Prerequisite: Computer Science 450 3 lecture hours, 3 semester hours",Computer Science,Computer Science,,,Computer Science,551,Graduate,,Main Campus; Distance Learning-On Line,,CPSC-551,2192,2/26/2021 6:15,Item,Lists/Courses
Thesis in TM,,Technology Management,Technology Management,,,Technology Management,598A,Graduate,,Main Campus,Thesis,TCMG-598A,3201,2/26/2021 6:15,Item,Lists/Courses
"Developmental Reading, Elementary","This course focuses on the theories, instructional applications, and materials for the teaching, learning, and assessment of literacy processes in elementary classrooms. Topics include strategies in word recognition, vocabulary development, and comprehension. The developmental needs of beginning readers are emphasized. 3 semester hours",Education,Education,,,Education,574,Graduate,,Main Campus; Riverbend,,EDUC-574,751,2/26/2021 6:15,Item,Lists/Courses
Accounting Electv,,Accounting,Accounting,,,Accounting,ELECTV,Undergraduate,,,Pseaudo,ACCT-ELECTV,4211,2/26/2021 6:15,Item,Lists/Courses
Contemporary Problem Education I,"This is a study of foundations, issues and contemporary trends in education with their application to teaching in the schools. An effort will be made to encourage teachers to develop an understanding of their own philosophy of education and how it affects their teaching. 3 semester hours",Education,Education,,,Education,565,Graduate,,Main Campus; Riverbend,,EDUC-565,752,2/26/2021 6:15,Item,Lists/Courses
Mass Merch & Mktg,"An Analytical study of national and multi-national mass merchandising organizations that include origin, concepts, operations, technology, and profitability. Comparision of in-store mass merchandisers and non-store catalog retailers, on-air merchandisers, and on-line marketers.Students research one in-store and one-store masss merchandiser of their choice in depth. Students prepare a catalog, an on-air, and an e-tailing presentation using a mass market approach.Students utilize ""CATALOG"", ""STORY-BOARD"",""SHOW AND SELL"", and ""VIRTUAL MERVHANDISING"" CAD/CAM software to prepare presentations. PRerequisites: RFTL 201,RFTL 204,RFTL 207 and RFTL 213; open to juniors and seniors only.",Retailing,Retailing,,,Retailing,300,Undergraduate,,Main Campus,,RETL-300,1184,2/26/2021 6:15,Item,Lists/Courses
Performance Evaluation & Analysis,"This course covers the basic theory and practice of computer systems performance evaluation. The course focuses on three major aspects of performance analysis, measurement, simulation and analytical modeling using queuing theory. The topics will include measurement techniques, monitor tools, simulation models, stochastic processes, queuing theory and analytical modeling techniques. Prerequisite: Background in computer architecture and probability and consent of the instructor. 3 lecture hours, 3 semester hours",Computer Science,Computer Science,,,Computer Science,560,Graduate,TAKE CPEG-312 MATH-323,,,CPSC-560,2193,2/26/2021 6:15,Item,Lists/Courses
Thesis in TM,,Technology Management,Technology Management,,,Technology Management,598B,Graduate,,Main Campus,Thesis,TCMG-598B,3202,2/26/2021 6:15,Item,Lists/Courses
Sustainable Development,,Global Development & Peace,Global Development and Peace,,,Global Development and Peace,461,Undergraduate,,Main Campus,,GLDP-461,3203,2/26/2021 6:15,Item,Lists/Courses
IBU Electv,,International Business,Management & Indust Relations,,,Management & Indust Relations,ELECTV,Undergraduate,,,Pseaudo,INTLBU-ELECTV,4212,2/26/2021 6:15,Item,Lists/Courses
Machine Perception,"An introduction to sensing and machine vision. Vision algorithms that are usable in practical applications, sensing mechanisms and various types of sensed data representation, sense date processing and interpretation for different applications. Prerequisite: Computer Science 400, Computer Engineering 312. 3 lecture hours; 3 semester hours",Computer Science,Computer Science,,,Computer Science,584,Graduate,Take CPSC-400 CPEG-312,,,CPSC-584,2194,2/26/2021 6:15,Item,Lists/Courses
Advertising Media Plan,"An investigation of various mass media audiences? characteristics, preference and composition and how that information is obtained and used in planning media strategy in advertising. Topics include characteristics and evaluation of major media rates and sources of information, problems of coverage, duplication, costs and scheduling. Instructor?s permission may be required for this course. 3 semester hours ",Mass Communications,Mass Communication,,,Mass Communication,330,Undergraduate,    TAKE MCOM-220;,Main Campus,,MCOM-330,1185,2/26/2021 6:15,Item,Lists/Courses
Thesis,A student who is majoring in English with a Literature concentration will work closely with an academic advisor on a mutually acceptable project involving some serious research.,English,English,,,English,397,Undergraduate,,Main Campus,Senior Seminar,ENGL-397,3204,2/26/2021 6:15,Item,Lists/Courses
Phil Elective,,Philosophy,Philosophy,,,Philosophy,ELECTV,Undergraduate,,,Pseaudo; Liberal Arts Electvie; Humanities Elective,PHIL-ELECTV,4213,2/26/2021 6:15,Item,Lists/Courses
Adv Artificial Intell Concept,,Computer Science,Computer Science,,,Computer Science,604,Graduate,Take CPSC-505,,,CPSC-604,2195,2/26/2021 6:15,Item,Lists/Courses
Parallel & Distributed Processing,"Models of parallel computation including distributed, multiprocessor, multicomputer. Parallel programming constructs. The mutual exclusion problem, synchronization and communication methods. Multi-computer topologies and topologies and topological embedding. Classes of parallel algorithms and design approaches. Performance analysis of parallel computation, including de-tailed and high level. A major project is required. Prerequisite: Computer Science 400. 3 lecture hours; 3 semester hours",Computer Science,Computer Science,,,Computer Science,590,Graduate,TAKE CPSC-400,Main Campus; Distance Learning-On Line,,CPSC-590,1186,2/26/2021 6:15,Item,Lists/Courses
+,,Computer Science,Computer Science,,,Computer Science,605,Graduate,,,,CPSC-605,2196,2/26/2021 6:15,Item,Lists/Courses
"Adolescent Lit,sec","This surveys books and periodicals emphasizing criteria for selection and evaluation, procedures for establishing a program of literature in the schools, and opportunities to explore the interpretation of literature in the classroom through drama, story telling, book reporting, and choral speaking. Education 536J concentrates on adolescent literature. 3 semester hours",Education,Education,,,Education,536J,Graduate,,Main Campus; Riverbend,,EDUC-536J,755,2/26/2021 6:15,Item,Lists/Courses
Free Elective,,Free Elec,Administration,,,Administration,ELECTV,Undergraduate,,,Pseaudo,FREE-ELECTV,4214,2/26/2021 6:15,Item,Lists/Courses
Seminar Public Health Issues,"Explore current concepts and challenges facing dental healthcare delivery through the development of collaborations across healthcare disciplines, delivering culturally and linguistically competent healthcare, and evaluating current and proposed dental healthcare workforce models.  Initiatives serving the purposeof guiding national health promotion and disease prevention to improve the dental health of the U.S> population and informing the American public on health matters will be examined.",Dental Hygiene,Dental Hygiene,,,Dental Hygiene,573,Graduate,,Main Campus; Distance Learning-On Line,,DHYG-573,3205,2/26/2021 6:15,Item,Lists/Courses
