Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
^Business Planning (Spring 2021 MGMT-582-DL2),86384,MGMT-582-DL2,3715,DL2,2/26/2021 6:15,"This course focuses on the development of the entrepreneurial spirit and develops specific skills to fulfill plans that develop from that creative and persevering spirit. Many different aspects of entrepreneurial ability will be emphasized including a strong work ethic, leadership, team building and the development of business relationships. The course also covers the growth of an existing business through entrepreneurship. Students will conceive, develop, and present a comprehensive business plan intended to obtain external financial support or internal organizational support. This course includes a comprehensive review of the marketing, operational, financial, product, service and business strategy and plans that must be mastered and developed as foundation for start-up of a small business or entrepreneurial enterprise. ",Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/9/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Management & Ind Relations,Management & Indust Relations,Graduate,6053,G. Selig,25,582,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
^Capstone II (Fall 2017 NURS-308-DL2),65115,NURS-308-DL2,4161,DL2,8/30/2017 6:15," This seminar style course is designed to provide an opportunity for synthesis of learning experiences from past and current learning to promote professional practice emphasizing principles of lifelong learning and caring practices.  Collaboration with other health care providers to improve evidence-based outcomes of care for individuals, families, and communities is emphasized.  The application of these concepts through the development of a professional portfolio will document a strategic change project that reflects successful completion of individual goals and program learning outcomes.   3 Credits",Distance Learning-On Line,Fall 2017,10/23/2017 12:00:00 AM - 12/17/2017 12:00:00 AM,,,On-Line,ONLN,Online,"Global Learning , Capstone",Nursing,Nursing,Undergraduate,7246,D. Nair,20,308,,3,,3,,,,, $-   ,Item,Lists/Sections
^Capstone II (Spring 2021 NURS-308-DL1),86494,NURS-308-DL1,4161,DL1,2/26/2021 6:15," This seminar style course is designed to provide an opportunity for synthesis of learning experiences from past and current learning to promote professional practice emphasizing principles of lifelong learning and caring practices.  Collaboration with other health care providers to improve evidence-based outcomes of care for individuals, families, and communities is emphasized.  The application of these concepts through the development of a professional portfolio will document a strategic change project that reflects successful completion of individual goals and program learning outcomes.   3 Credits",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Global Learning , Capstone",Nursing,Nursing,Undergraduate,6163,L. Tampellini,15,308,,3,,3,,,,, $-   ,Item,Lists/Sections
^Capstone II (Spring 2021 NURS-308-DL2),86495,NURS-308-DL2,4161,DL2,2/26/2021 6:15," This seminar style course is designed to provide an opportunity for synthesis of learning experiences from past and current learning to promote professional practice emphasizing principles of lifelong learning and caring practices.  Collaboration with other health care providers to improve evidence-based outcomes of care for individuals, families, and communities is emphasized.  The application of these concepts through the development of a professional portfolio will document a strategic change project that reflects successful completion of individual goals and program learning outcomes.   3 Credits",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Global Learning , Capstone",Nursing,Nursing,Undergraduate,6164,H. Joseph,15,308,,3,,3,,,,, $-   ,Item,Lists/Sections
^Capstone II (Spring 2021 NURS-308-DL2A),86496,NURS-308-DL2A,4161,DL2A,2/26/2021 6:15," This seminar style course is designed to provide an opportunity for synthesis of learning experiences from past and current learning to promote professional practice emphasizing principles of lifelong learning and caring practices.  Collaboration with other health care providers to improve evidence-based outcomes of care for individuals, families, and communities is emphasized.  The application of these concepts through the development of a professional portfolio will document a strategic change project that reflects successful completion of individual goals and program learning outcomes.   3 Credits",Distance Learning-On Line,Spring 2021,3/15/2021 12:00:00 AM - 5/1/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Global Learning , Capstone",Nursing,Nursing,Undergraduate,6165,L. Tampellini,15,308,,3,,3,,,,, $-   ,Item,Lists/Sections
^Capstone II (Spring 2021 NURS-308-DL2AA),87364,NURS-308-DL2AA,4161,DL2AA,2/26/2021 6:15," This seminar style course is designed to provide an opportunity for synthesis of learning experiences from past and current learning to promote professional practice emphasizing principles of lifelong learning and caring practices.  Collaboration with other health care providers to improve evidence-based outcomes of care for individuals, families, and communities is emphasized.  The application of these concepts through the development of a professional portfolio will document a strategic change project that reflects successful completion of individual goals and program learning outcomes.   3 Credits",Distance Learning-On Line,Spring 2021,3/15/2021 12:00:00 AM - 5/1/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Global Learning , Capstone",Nursing,Nursing,Undergraduate,6978,"L. Tampellini, H. Joseph",15,308,,3,,3,,,,, $-   ,Item,Lists/Sections
^Child Psychology (Fall 2016 PSYC-201-IDDL1),62071,PSYC-201-IDDL1,992,IDDL1,9/30/2016 6:15,"Physical, cognitive, language, personality, moral, and social development from conception to pubescence.",Distance Learning-On Line,Fall 2016,8/22/2016 12:00:00 AM - 10/15/2016 12:00:00 AM,,,On-Line,ONLN,Online,"IDEAL Course Sections, Social Science Elective, Liberal Arts Electvie",Psychology,Psychology,Undergraduate,4349,C. Wessinger,18,201,,3,,3,,,,, $-   ,Item,Lists/Sections
^Child Psychology (Spring 2021 PSYC-201-IDDL2),86624,PSYC-201-IDDL2,992,IDDL2,2/26/2021 6:15,"Physical, cognitive, language, personality, moral, and social development from conception to pubescence.",Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/9/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Social Science Elective, Liberal Arts Electvie, IDEAL Course Sections",Psychology,Psychology,Undergraduate,6293,M. Hunt,25,201,,3,,3,,,,, $-   ,Item,Lists/Sections
^Clin Biochem&Adv Assessment (Nutrition Spring 2017 NUTR-560D-DLA),64175,NUTR-560D-DLA,756,DLA,4/21/2017 6:15,"A lecture course dealing with the biochemistry of disorders arising from acid/base imbalance and the abnormal metabolism of the carbohydrates, lipids, proteins, nucleic acids, bile pigments, vitamins, and hormones. Prerequisite: Nutrition 560B. 3 semester hours",Distance Learning-On Line,Nutrition Spring 2017,3/6/2017 12:00:00 AM - 6/16/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,6362,M. Hessberger,25,560D,,3,"    Take NUTR 560A, NUTR 560B, NUTR-560C and NUTR-560E;",3,,,,, $-   ,Item,Lists/Sections
^Clin Biochem&Adv Assessment (Spring 2021 Nutrition NUTR-560D-DL),85356,NUTR-560D-DL,756,DL,2/26/2021 6:15,"A lecture course dealing with the biochemistry of disorders arising from acid/base imbalance and the abnormal metabolism of the carbohydrates, lipids, proteins, nucleic acids, bile pigments, vitamins, and hormones. Prerequisite: Nutrition 560B. 3 semester hours",Distance Learning-On Line,Spring 2021 Nutrition,1/4/2021 12:00:00 AM - 4/11/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,5025,G. Nelson,20,560D,,3,"Take NUTR 560A, NUTR 560B, NUTR-560C  NUTR-560E; NUTR-560G and NUTR-560M",3,,,,, $-   ,Item,Lists/Sections
^Clin Biochem&Adv Assessment (Spring 2021 Nutrition NUTR-560D-DLB),85357,NUTR-560D-DLB,756,DLB,2/26/2021 6:15,"A lecture course dealing with the biochemistry of disorders arising from acid/base imbalance and the abnormal metabolism of the carbohydrates, lipids, proteins, nucleic acids, bile pigments, vitamins, and hormones. Prerequisite: Nutrition 560B. 3 semester hours",Distance Learning-On Line,Spring 2021 Nutrition,1/4/2021 12:00:00 AM - 4/11/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,5026,G. Nelson,20,560D,,3,"Take NUTR 560A, NUTR 560B, NUTR-560C  NUTR-560E; NUTR-560G and NUTR-560M",3,,,,, $-   ,Item,Lists/Sections
^Clin Biochem&Adv Assessmt (Nutrition Fall 2016 NUTR-560D-DLA),60138,NUTR-560D-DLA,756,DLA,9/7/2016 6:15,"A lecture course dealing with the biochemistry of disorders arising from acid/base imbalance and the abnormal metabolism of the carbohydrates, lipids, proteins, nucleic acids, bile pigments, vitamins, and hormones. Prerequisite: Nutrition 560B. 3 semester hours",Distance Learning-On Line,Nutrition Fall 2016,10/3/2016 12:00:00 AM - 1/20/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,2467,M. Hessberger,20,560D,,3,"    Take NUTR 560A, NUTR 560B, NUTR-560C and NUTR-560E;",3,,,,, $-   ,Item,Lists/Sections
^Clin Biochem&Adv Assessmt (Nutrition Fall 2016 NUTR-560D-DLB),62930,NUTR-560D-DLB,756,DLB,10/3/2016 10:00,"A lecture course dealing with the biochemistry of disorders arising from acid/base imbalance and the abnormal metabolism of the carbohydrates, lipids, proteins, nucleic acids, bile pigments, vitamins, and hormones. Prerequisite: Nutrition 560B. 3 semester hours",Distance Learning-On Line,Nutrition Fall 2016,10/3/2016 12:00:00 AM - 1/20/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Nutrition,Human Nutrition,Graduate,5161,M. Hessberger,20,560D,,3,"    Take NUTR 560A, NUTR 560B, NUTR-560C and NUTR-560E;",3,,,,, $-   ,Item,Lists/Sections
^Clinical Case Mgt (Summer 2017 HUSV-299-DL),67063,HUSV-299-DL,390,DL,9/12/2017 6:15,Investigation of current topics in the human services field. 1-6 semester hours ,Distance Learning-On Line,Summer 2017,5/8/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Human Services,Human Services,Undergraduate,9147,C. Kelly,20,299,,3,,3,,,,, $-   ,Item,Lists/Sections
^clinical Psychology (Health Sciences Spring 2021 PS-711-DL),85305,PS-711-DL,645,DL,2/26/2021 6:15,"This course is designed to familiarize stustudents with current psychological theory and practice. Students are instructed in behavioral assessment and recognition of psychological disorders. Interviewing and counseling techniques are presented as well as criteria for appropriate referral of patients to providers of psychological services. Prerequisite: All courses, Semesters I-V. 2 lecture hours. 2 semester hours",Distance Learning-On Line,Health Sciences Spring 2021,1/19/2021 12:00:00 AM - 5/21/2021 12:00:00 AM,F 12:30 PM - 2:30 PM,F,On-Line,ONLN,Online,Asychronous Learning,Clinical Psychology- Chiro,Psychology,Chiropractic,4974,J. Russo,20,711,,2,,2,,,,, $-   ,Item,Lists/Sections
^Clinical Psychology (HS Fall 2016 PS-711-S5),61930,PS-711-S5,645,S5,8/16/2016 6:15,"This course is designed to familiarize stustudents with current psychological theory and practice. Students are instructed in behavioral assessment and recognition of psychological disorders. Interviewing and counseling techniques are presented as well as criteria for appropriate referral of patients to providers of psychological services. Prerequisite: All courses, Semesters I-V. 2 lecture hours. 2 semester hours",Distance Learning-On Line,HS Fall 2016,8/19/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,F 12:30 PM - 2:30 PM,F,On-Line,ONLN,Online,,Clinical Psychology- Chiro,Psychology,Chiropractic,4212,J. Russo,25,711,,2,,2,,,,, $-   ,Item,Lists/Sections
^Clinical Research (Spring 2021 MLSC-393-DL),86418,MLSC-393-DL,4023,DL,2/26/2021 6:15,A review of qualitative and quantitative research methods and statistics resulting in the completion of a clinical based technical or educational based research project. 1 semester hour,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Medical Laboratory Sciences,Medical Laboratory Science,Undergraduate,6087,A. Ross,18,393,,1,,1,,,,, $-   ,Item,Lists/Sections
^Clinical Seminar I (Spring 2021 MLSC-321-DL),86407,MLSC-321-DL,3648,DL,2/26/2021 6:15,"Educational methodology, including objective  and  examination,  writing  and  item  analysis   curriculum  design  and  evaluation  of  Cogni- tive, affective and psychomotor domains. Ac- creditation, Certification and licensure related  issues.  Dynamics  of  the  health  care  delivery   system  as  it  relates  to  the  clinical  laboratory and services. 1 semester hour",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Medical Laboratory Sciences,Medical Laboratory Science,Undergraduate,6076,W. Aguiar,18,321,,1,,1,,,,, $-   ,Item,Lists/Sections
^Clinical Seminar II (Spring 2021 MLSC-322-DL),86408,MLSC-322-DL,3649,DL,2/26/2021 6:15,"Introduction  to  human  resource  and  finan- cial  management,  Lab  operations  including   critical  pathways  and  clinical  decision  making,  performance  improvement,  lab  informa- tion systems LIS, personnel management and  financial management of a clinical laboratory.  Advanced  principles  and  practices  of  quality   assurance  and  quality  improvement,  Career   advancement  and  planning,  Professionalism,   CMP. 1 semester hour",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Medical Laboratory Sciences,Medical Laboratory Science,Undergraduate,6077,S. Ferency,18,322,,1,,1,,,,, $-   ,Item,Lists/Sections
^Cognitive Psychology (Spring 2021 PSYC-307-IDDL2),86647,PSYC-307-IDDL2,1152,IDDL2,2/26/2021 6:15,"Recent advances in the understanding of thought processes. Focus on attention, perception,  memory, imagery, problem solving, language,  intelligence, creativity, and dreaming.",Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/9/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Liberal Arts Electvie, IDEAL Course Sections",Psychology,Psychology,Undergraduate,6316,C. Wessinger,25,307,,3,    TAKE PSYC-103 minimum grade C or better;,3,,,,, $-   ,Item,Lists/Sections
^Cognitive Psychology (Summer 2017 PSYC-307-DL),66612,PSYC-307-DL,1152,DL,9/14/2017 8:50,"Recent advances in the understanding of thought processes. Focus on attention, perception,  memory, imagery, problem solving, language,  intelligence, creativity, and dreaming.",Distance Learning-On Line,Summer 2017,5/30/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,On-Line,ONLN,Online,,Psychology,Psychology,Undergraduate,8708,D. Oberleitner,20,307,,3,    TAKE PSYC-103 with C or better;,3,,,,, $-   ,Item,Lists/Sections
^College Algebra (Spring 2021 MATH-106-DL),86290,MATH-106-DL,2647,DL,2/26/2021 6:15,"An introductory college level mathematics course focusing on polynomial, rational, logarithmic and exponential functions; inequalities; systems of equations and inequalities; matrices; determinants; and solutions of higher degree polynomials. This is course is intended primarily for students in programs that require precalculus and beyond. Prerequisite: Placement Test or Math 103 ",Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Liberal Arts Electvie, Math GE Elective",Mathematics,Mathematics,Undergraduate,5959,L. Pogorelova,20,106,,3,,3,,,,, $-   ,Item,Lists/Sections
^Community Health (Spring 2021 NURS-303-DL1),86477,NURS-303-DL1,4151,DL1,2/26/2021 6:15,This clinical course is designed to provide students with the opportunity to apply the nursing process to the community as the health client.  Students will use principles of epidemiology to investigate a community health problem.  The health needs of populations at risk within the community are identified and plans are formulated to meet those needs.  Practical experiences utilize a variety of community settings.  4 Credits,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,Global Learning ,Nursing,Nursing,Undergraduate,6146,L. Tampellini,15,303,,3,,3,,,,, $-   ,Item,Lists/Sections
^Community Health (Spring 2021 NURS-303-DL1A),86478,NURS-303-DL1A,4151,DL1A,2/26/2021 6:15,This clinical course is designed to provide students with the opportunity to apply the nursing process to the community as the health client.  Students will use principles of epidemiology to investigate a community health problem.  The health needs of populations at risk within the community are identified and plans are formulated to meet those needs.  Practical experiences utilize a variety of community settings.  4 Credits,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,Global Learning ,Nursing,Nursing,Undergraduate,6147,"L. Tampellini, L. Silk",15,303,,3,,3,,,,, $-   ,Item,Lists/Sections
